quote_number,item_id,workflow_status,part_number,revision,description,type,material,process,is_fully_configured,part_uuid,export_controlled,quantity,unit_price,total_price,total_price_with_add_ons,lead_time
7495,6896985,completed,0023-37288,03,"BRKT, MOUNTING, K1S SUBSTRATE, TRILLIUM2",manufactured,Stainless Steel 316L,SM - Piece,True,151286ef-fa8b-44ab-ab45-735b248c57d4,False,3,251.00,753.00,1353.00,44
7495,6896985,completed,0023-37288,03,"BRKT, MOUNTING, K1S SUBSTRATE, TRILLIUM2",manufactured,Stainless Steel 316L,SM - Piece,True,151286ef-fa8b-44ab-ab45-735b248c57d4,False,5,164.00,820.00,1420.00,44
7495,6896985,completed,0023-37288,03,"BRKT, MOUNTING, K1S SUBSTRATE, TRILLIUM2",manufactured,Stainless Steel 316L,SM - Piece,True,151286ef-fa8b-44ab-ab45-735b248c57d4,False,10,97.60,976.00,1576.00,44
7495,6896985,completed,0023-37288,03,"BRKT, MOUNTING, K1S SUBSTRATE, TRILLIUM2",manufactured,Stainless Steel 316L,SM - Piece,True,151286ef-fa8b-44ab-ab45-735b248c57d4,False,25,58.16,1454.00,2054.00,44
7495,6896985,completed,0023-37288,03,"BRKT, MOUNTING, K1S SUBSTRATE, TRILLIUM2",manufactured,Stainless Steel 316L,SM - Piece,True,151286ef-fa8b-44ab-ab45-735b248c57d4,False,50,45.02,2251.00,2251.00,45
7495,6896985,completed,0023-37288,03,"BRKT, MOUNTING, K1S SUBSTRATE, TRILLIUM2",manufactured,Stainless Steel 316L,SM - Piece,True,151286ef-fa8b-44ab-ab45-735b248c57d4,False,100,38.76,3876.00,3876.00,46
7496,6897127,completed,0020-52744,02,"RF MESH, 300MM PC XT",manufactured,Aluminum 3003-H14,SM - Piece,True,34a754e6-591b-47e4-91cc-c59ee4035a74,False,1,623.00,623.00,1223.00,75
7496,6897127,completed,0020-52744,02,"RF MESH, 300MM PC XT",manufactured,Aluminum 3003-H14,SM - Piece,True,34a754e6-591b-47e4-91cc-c59ee4035a74,False,5,148.00,740.00,1340.00,75
7496,6897127,completed,0020-52744,02,"RF MESH, 300MM PC XT",manufactured,Aluminum 3003-H14,SM - Piece,True,34a754e6-591b-47e4-91cc-c59ee4035a74,False,10,87.70,877.00,1477.00,75
7496,6897127,completed,0020-52744,02,"RF MESH, 300MM PC XT",manufactured,Aluminum 3003-H14,SM - Piece,True,34a754e6-591b-47e4-91cc-c59ee4035a74,False,15,67.87,1018.05,1618.05,75
7496,6897127,completed,0020-52744,02,"RF MESH, 300MM PC XT",manufactured,Aluminum 3003-H14,SM - Piece,True,34a754e6-591b-47e4-91cc-c59ee4035a74,False,25,53.76,1344.00,1944.00,75
7496,6910317,completed,0040-70522,02,"BRACKET, 300MM PC RPG
LATCH KEEPER",manufactured,Aluminum 6061-T6,MS - Mill,True,ce1deeff-846b-4fc3-bd77-91f9fc35721e,False,1,1580.00,1580.00,2880.00,75
7496,6910317,completed,0040-70522,02,"BRACKET, 300MM PC RPG
LATCH KEEPER",manufactured,Aluminum 6061-T6,MS - Mill,True,ce1deeff-846b-4fc3-bd77-91f9fc35721e,False,5,362.00,1810.00,3110.00,75
7496,6910317,completed,0040-70522,02,"BRACKET, 300MM PC RPG
LATCH KEEPER",manufactured,Aluminum 6061-T6,MS - Mill,True,ce1deeff-846b-4fc3-bd77-91f9fc35721e,False,10,211.00,2110.00,3410.00,75
7496,6910317,completed,0040-70522,02,"BRACKET, 300MM PC RPG
LATCH KEEPER",manufactured,Aluminum 6061-T6,MS - Mill,True,ce1deeff-846b-4fc3-bd77-91f9fc35721e,False,15,160.00,2400.00,3700.00,75
7496,6910317,completed,0040-70522,02,"BRACKET, 300MM PC RPG
LATCH KEEPER",manufactured,Aluminum 6061-T6,MS - Mill,True,ce1deeff-846b-4fc3-bd77-91f9fc35721e,False,25,121.00,3025.00,4325.00,75
7497,6897286,completed,0042-46851,03,"ARM STOPPER, WELDMENT, HOIST",assembled,Carbon Steel A366/1008-CR,SM - Assy,True,ceaceec3-d454-4141-9db8-dfc94e5019b4,False,1,1420.00,1420.00,2320.00,63
7497,6897286,completed,0042-46851,03,"ARM STOPPER, WELDMENT, HOIST",assembled,Carbon Steel A366/1008-CR,SM - Assy,True,ceaceec3-d454-4141-9db8-dfc94e5019b4,False,5,382.00,1910.00,2810.00,63
7497,6897286,completed,0042-46851,03,"ARM STOPPER, WELDMENT, HOIST",assembled,Carbon Steel A366/1008-CR,SM - Assy,True,ceaceec3-d454-4141-9db8-dfc94e5019b4,False,10,248.00,2480.00,3380.00,64
7497,6897286,completed,0042-46851,03,"ARM STOPPER, WELDMENT, HOIST",assembled,Carbon Steel A366/1008-CR,SM - Assy,True,ceaceec3-d454-4141-9db8-dfc94e5019b4,False,15,203.00,3045.00,3945.00,64
7498,6899262,completed,0043-05491,01,"PANEL, WATER LEAK
DETECT CONNECTORS",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,21429349-50d9-442e-972c-c337f28f1558,False,1,595.00,595.00,1195.00,54
7498,6899262,completed,0043-05491,01,"PANEL, WATER LEAK
DETECT CONNECTORS",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,21429349-50d9-442e-972c-c337f28f1558,False,5,143.00,715.00,1315.00,54
7498,6899262,completed,0043-05491,01,"PANEL, WATER LEAK
DETECT CONNECTORS",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,21429349-50d9-442e-972c-c337f28f1558,False,10,86.40,864.00,1464.00,55
7498,6899262,completed,0043-05491,01,"PANEL, WATER LEAK
DETECT CONNECTORS",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,21429349-50d9-442e-972c-c337f28f1558,False,25,52.48,1312.00,1912.00,55
7498,6899262,completed,0043-05491,01,"PANEL, WATER LEAK
DETECT CONNECTORS",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,21429349-50d9-442e-972c-c337f28f1558,False,50,40.98,2049.00,2049.00,56
7498,6899262,completed,0043-05491,01,"PANEL, WATER LEAK
DETECT CONNECTORS",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,21429349-50d9-442e-972c-c337f28f1558,False,100,35.56,3556.00,3556.00,57
7498,6899262,completed,0043-05491,01,"PANEL, WATER LEAK
DETECT CONNECTORS",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,21429349-50d9-442e-972c-c337f28f1558,False,200,32.73,6546.00,6546.00,61
7498,6899262,completed,0043-05491,01,"PANEL, WATER LEAK
DETECT CONNECTORS",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,21429349-50d9-442e-972c-c337f28f1558,False,300,31.80,9540.00,9540.00,64
7499,6897359,completed,0010-99949,01,"ASSY, EXHAUST TOXIC 300MM DPN HD",assembled,CRS,SM - Assy,True,833cec14-373e-4375-926a-7b5679dd5b38,False,2,3080.00,6160.00,7860.00,74
